"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2150.51928297732,4311.03856595464,3.71858581480777,5.06222623516448,0.699999999999999,NA,NA,0.0700285399502515,0.179197364976229,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.2",2,1382.90759342132,2775.81518684264,20,15,0.137516450877972,NA,NA,0.100398654536914,0.138328226046093,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.3",3,1984.29558461959,3978.59116923918,10.4752830419462,11.6656222322771,0.519870008864275,NA,NA,0.0858802443302095,0.183666438802377,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.4",4,951.634105673024,1913.26821134605,20,14.9999999999999,0.117276143870511,NA,NA,0.0407617109691401,0.0828316035708091,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.5",5,1548.81229712623,3107.62459425246,19.9999999999999,15,0.335565594043926,NA,NA,0.056283893768321,0.101701219665272,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.6",6,979.046308342041,1968.09261668408,11.4148143748461,11.2055118911695,0.100000000000002,NA,NA,0.0120729464963287,0.0741096042216098,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.7",7,1930.62220109084,3871.24440218168,6.81919524516165,6.4494996399294,0.399889880194057,NA,NA,0.0813876664947101,0.152945868591124,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.8",8,2020.59574838132,4051.19149676265,8.40529132132931,7.34871775117199,0.634757739028756,NA,NA,0.129025443394031,0.23108912111793,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.9",9,1923.05902276402,3856.11804552804,8.15522902425101,1.00000000000322,0.699999999999979,NA,NA,0.0838529631381405,0.18540098822277,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.10",10,1853.1337206196,3716.26744123921,15.1768192956195,14.9999999999999,0.626078282847244,NA,NA,0.111220720347475,0.158171184476942,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
