"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","phi1","phi2","phi3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2150.17749434751,4312.35498869501,4.56898711262191,4.56898711161828,0.753799894701318,NA,NA,0.028272139950541,0.0894973920333,0.0192751586204817,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.2",2,1382.63496644812,2777.26993289625,20,15,0.137707186396259,NA,NA,0.0525082023546223,0.0691545279008318,0.0476518141652868,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.3",3,1982.057038532,3976.11407706399,11.0385268146415,11.0385268146366,0.522941924408272,NA,NA,0.0308037659233047,0.0925784155249636,0.0566860519857967,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.4",4,948.249595856739,1908.49919171348,20,15,0.118258749538667,NA,NA,0.0135426923471227,0.041339558861851,0.0268184049273759,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.5",5,1548.81048718505,3109.62097437009,19.9999999999999,15,0.335606689645636,NA,NA,0.0278870880653203,0.050846796000294,0.0283666006520853,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.6",6,978.862411789805,1969.72482357961,11.4123032057873,11.4123032057853,0.100178406536598,NA,NA,0.00473602232351747,0.0369964806917827,0.00715961939411606,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.7",7,1927.9644465666,3867.92889313321,7.02810398636859,4.34833395153715,0.368227542496272,NA,NA,0.0592716372761278,0.0799167231853882,0.0343477847919088,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.8",8,2020.29442818473,4052.58885636946,8.24107541743847,7.23916815536283,0.63328434704079,NA,NA,0.0706814919755674,0.11550302455707,0.0579153144793801,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.9",9,1921.41266237249,3854.82532474498,8.78078151057556,8.7807815102932,0.776584983793338,NA,NA,0.0207899947314183,0.0786065026944988,1.47549897955733e-13,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.10",10,1853.06283219476,3718.12566438951,15.2235415733749,14.9999999999998,0.626684873050074,NA,NA,0.052750427132415,0.0790849840532784,0.0581877610541561,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
