"","participant","nLL","aic","kappa1","kappa2","beta1","beta2","beta3","gamma1","gamma2","gamma3","phi1","phi2","phi3","rho1","rho2","rho3","chi1","chi2","chi3","psi1","psi2","psi3","tau1","tau2","tau3","lambda_b1","lambda_f1","lambda_b2","lambda_f2","lambda_b3","lambda_f3","zeta1","zeta2","zeta3","iota1","iota2","iota3","upsilon1","upsilon2","upsilon3"
"result.1",1,2150.17749435528,4312.35498871055,4.56902660653118,4.56902656851962,0.753802302511332,NA,NA,0.0282707311864347,0.0894959795189467,0.0192749383146193,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.2",2,1382.63496644812,2777.26993289625,20,15,0.137707186700795,NA,NA,0.0525082028241141,0.069154528297856,0.0476518142480938,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.3",3,1982.057038532,3976.11407706399,11.0385279011749,11.0385279011655,0.522941900511195,NA,NA,0.0308037782401484,0.0925784211021308,0.0566860586680458,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.4",4,948.249595856739,1908.49919171348,20,14.9999999999999,0.118258750826084,NA,NA,0.0135426927018561,0.0413395576413663,0.0268184048351991,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.5",5,1548.81048718505,3109.62097437009,19.9999999999999,14.9999999999999,0.3356066822344,NA,NA,0.0278870882252846,0.0508467961886936,0.028366600306356,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.6",6,978.862411789805,1969.72482357961,11.4123034399177,11.4123034399166,0.100178401623152,NA,NA,0.0047360229309449,0.0369964788347216,0.00715961979257598,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.7",7,1927.9644465666,3867.9288931332,7.02810392140582,4.3483373562346,0.368227585651392,NA,NA,0.0592716355246747,0.0799167198171927,0.0343477979617257,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.8",8,2020.29442818473,4052.58885636946,8.24107461751031,7.23916848420399,0.633284357065054,NA,NA,0.070681489331329,0.115503019333666,0.0579153127567374,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.9",9,1921.41266237249,3854.82532474497,8.78077605384352,8.7807760537748,0.776584979749787,NA,NA,0.0207899565504912,0.0786065467392666,8.56324740428597e-13,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
"result.10",10,1853.06283219476,3718.12566438951,15.2235421474346,15,0.62668487206766,NA,NA,0.0527504265243594,0.0790849920206165,0.0581877652589489,0,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,0.5,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA
