participant, model_name, AIC, v1_targ, v2_targ, v1_int, v2_int, eta1_targ, eta2_targ, eta1_int, eta2_int, a_targ_1, a_targ_2, a_targ_3, a_guess, beta1, beta2, gamma1, gamma2, chi1, chi2, phi1, phi2, psi1, psi2, tau1, tau2,  lambda_b1, lambda_f1, lambda_b2, lambda_f2, zeta1, zeta2, iota1, iota2, uspsilon1, upsilon2,  ter, st
1, 1186.5292, 2405.0584,  5.903397,        0, 2.001127,        0, 1.399379,        0,0.6719822,        0, 1.789591, 1.907506, 2.164331,      NaN,0.8475585,0.7692486,      NaN,      NaN,0.1188378,      NaN,      NaN,0.2879228,      NaN,      NaN,        0,      NaN,      NaN,        0,      NaN,      NaN,0.4837768,      NaN,      NaN,0.2990781, 0.708707,      NaN,      NaN,      NaN,      NaN,        0,      NaN,      NaN,  14.9708,      NaN,      NaN,        0,      NaN,      NaN,0.2846188,        0
2, 2793.5519, 5619.1037,  2.500004,        0, 2.000132,        0,0.8253839,        0,0.8165069,        0, 2.309366, 3.089706, 2.822233,      NaN, 1.205225,0.4527386,      NaN,      NaN,0.1001299,      NaN,      NaN,0.0972574,      NaN,      NaN,        0,      NaN,      NaN,        0,      NaN,      NaN,0.5990567,      NaN,      NaN, 1.027685, 2.341487,      NaN,      NaN,      NaN,      NaN,        0,      NaN,      NaN, 1.128371,      NaN,      NaN,        0,      NaN,      NaN,0.2818265,        0
3, 1313.1086, 2658.2172,  3.326274,        0, 4.585423,        0, 1.507547,        0, 0.533835,        0, 1.797033,   1.5134, 1.662869,      NaN,0.8063127,0.4229695,      NaN,      NaN,0.2567963,      NaN,      NaN,0.6683378,      NaN,      NaN,        0,      NaN,      NaN,        0,      NaN,      NaN,0.4950988,      NaN,      NaN,  1.51503, 1.086009,      NaN,      NaN,      NaN,      NaN,        0,      NaN,      NaN, 4.141314,      NaN,      NaN,        0,      NaN,      NaN,0.2561177,        0
4, 2428.7503, 4889.5006,     3.369858,           0,    2.172355,           0,    1.527625,           0,    0.916792,           0,    4.639191,    4.028541,    4.716468,         NaN,    0.671806,   0.1304951,         NaN,         NaN,   0.2355326,         NaN,         NaN,  0.02622719,         NaN,         NaN,           0,         NaN,         NaN,           0,         NaN,         NaN,   0.7999989,         NaN,         NaN,    0.802408,   0.8571175,         NaN,         NaN,         NaN,         NaN,           0,         NaN,         NaN,0.0002222616,         NaN,         NaN,           0,         NaN,         NaN,   0.1160995,           0
5, 3180.1934, 6392.3867,   3.530641,         0,  2.000001,         0, 0.9059132,         0, 0.8512861,         0,  3.193145,  3.377333,  4.668002,       NaN, 0.7737926,0.07424139,       NaN,       NaN,  0.194591,       NaN,       NaN,0.02219298,       NaN,       NaN,         0,       NaN,       NaN,         0,       NaN,       NaN, 0.5290613,       NaN,       NaN,   1.70727,0.04831962,       NaN,       NaN,       NaN,       NaN,         0,       NaN,       NaN,  9.408709,       NaN,       NaN,         0,       NaN,       NaN, 0.2565913,         0
6, 1137.7958, 2307.5915,     2.570295,           0,    3.815423,           0,    1.181763,           0,   0.6492283,           0,    2.560133,     3.09392,    2.705738,         NaN,   0.7648798,  0.05051906,         NaN,         NaN,    0.123147,         NaN,         NaN,   0.6369293,         NaN,         NaN,           0,         NaN,         NaN,           0,         NaN,         NaN,    0.586358,         NaN,         NaN,    4.718278,   0.5506449,         NaN,         NaN,         NaN,         NaN,           0,         NaN,         NaN,    8.283485,         NaN,         NaN,           0,         NaN,         NaN,3.763015e-05,           0
7, 2063.2002, 4158.4004,   2.50005,        0, 2.000004,        0,  1.10221,        0,0.7572183,        0, 2.502522,  2.51893, 2.747124,      NaN, 1.083041,0.2464819,      NaN,      NaN,0.1752497,      NaN,      NaN,0.3291699,      NaN,      NaN,        0,      NaN,      NaN,        0,      NaN,      NaN,0.4607413,      NaN,      NaN, 1.968554, 1.181968,      NaN,      NaN,      NaN,      NaN,        0,      NaN,      NaN, 2.373982,      NaN,      NaN,        0,      NaN,      NaN,  0.19741,        0
8, 521.2271, 1074.4543,  7.445901,        0, 7.001351,        0,0.9462574,        0,0.9811645,        0, 1.271147, 1.487796,  1.44017,      NaN,0.7795801,0.6461764,      NaN,      NaN,0.1510588,      NaN,      NaN,  0.47591,      NaN,      NaN,        0,      NaN,      NaN,        0,      NaN,      NaN,0.5784701,      NaN,      NaN, 1.390345,0.7256709,      NaN,      NaN,      NaN,      NaN,        0,      NaN,      NaN, 2.387415,      NaN,      NaN,        0,      NaN,      NaN,0.2390007,        0
9, 1316.4187, 2664.8373,  4.137475,        0,  4.82167,        0, 1.502078,        0,0.1548876,        0, 1.741796, 1.972632, 1.984704,      NaN, 0.982266,0.5878901,      NaN,      NaN,0.2789386,      NaN,      NaN,0.2249825,      NaN,      NaN,        0,      NaN,      NaN,        0,      NaN,      NaN,0.6147002,      NaN,      NaN, 1.789458,0.6816914,      NaN,      NaN,      NaN,      NaN,        0,      NaN,      NaN, 4.739792,      NaN,      NaN,        0,      NaN,      NaN,0.2759952,        0
10, 1146.024, 2324.048,  4.081816,        0,  4.59541,        0,0.4282824,        0,0.9999985,        0, 2.013196, 1.912515, 1.803347,      NaN,  1.13123,0.5874069,      NaN,      NaN,0.1657407,      NaN,      NaN,0.2628747,      NaN,      NaN,        0,      NaN,      NaN,        0,      NaN,      NaN,0.6231591,      NaN,      NaN, 2.365721,0.7049176,      NaN,      NaN,      NaN,      NaN,        0,      NaN,      NaN, 4.922008,      NaN,      NaN,        0,      NaN,      NaN,0.2121611,        0
